HomeTeam,FTHG,FTAG,HTHG,HTAG
Leeds,1,1,0,1
Chelsea,0,0,0,0
Tottenham,2,1,0,1
Aston Villa,1,2,1,2
Leicester,3,0,3,0
Arsenal,0,1,0,0
Liverpool,1,1,1,0
West Ham,0,1,0,1
Sheffield United,1,0,1,0
Wolves,0,4,0,3
Leeds,0,0,0,0
Aston Villa,2,2,1,1
Leicester,2,1,0,1
Southampton,1,1,0,0
Crystal Palace,0,2,0,0
Brighton,2,0,1,0
Chelsea,2,0,1,0
Everton,1,2,1,1
Newcastle,0,2,0,1
Tottenham,4,0,1,0
West Brom,1,1,0,1
Burnley,1,2,1,2
Leicester,2,4,0,2
Leeds,3,1,2,1
Sheffield United,0,2,0,1
Man City,1,2,1,0
Liverpool,2,0,1,0
Wolves,2,1,0,1
Aston Villa,1,3,1,0
West Ham,0,1,0,1
Arsenal,3,1,2,0
Fulham,0,2,0,2
Man United,1,2,1,1
Southampton,3,1,1,1
Chelsea,0,1,0,1
Aston Villa,0,0,0,0
Man United,2,4,1,2
Newcastle,3,4,2,2
Burnley,0,4,0,1
Southampton,3,1,1,0
Brighton,1,1,0,0
Crystal Palace,3,2,1,2
Tottenham,2,0,1,0
West Brom,1,2,1,1
Everton,0,1,0,1
Man United,1,1,1,0
Southampton,0,2,0,0
Brighton,3,2,0,1
Chelsea,2,1,0,0
Everton,1,0,0,0
Newcastle,1,0,1,0
Tottenham,1,2,1,2
Crystal Palace,1,3,0,1
Burnley,0,3,0,1
West Brom,1,3,1,1
Arsenal,2,0,0,0
Aston Villa,2,1,1,0
Fulham,0,2,0,1
Leeds,3,1,2,0
Leicester,2,4,1,1
Liverpool,2,0,1,0
Man City,5,0,2,0
Sheffield United,1,0,1,0
West Ham,3,0,2,0
Wolves,1,2,1,2
Brentford,2,0,1,0
Man United,5,1,1,0
Burnley,1,2,1,0
Chelsea,3,0,2,0
Everton,3,1,0,1
Leicester,1,0,1,0
Watford,3,2,2,0
Norwich,0,3,0,1
Newcastle,2,4,2,1
Tottenham,1,0,0,0
Liverpool,2,0,1,0
Aston Villa,2,0,1,0
Crystal Palace,0,0,0,0
Leeds,2,2,1,1
Man City,5,0,2,0
Brighton,2,0,2,0
Southampton,1,1,1,0
Wolves,0,1,0,1
Arsenal,0,2,0,2
West Ham,4,1,1,0
Man City,5,0,3,0
Aston Villa,1,1,1,1
Brighton,0,2,0,1
Newcastle,2,2,0,0
Norwich,1,2,1,1
West Ham,2,2,1,0
Liverpool,1,1,1,1
Burnley,1,1,0,0
Tottenham,1,0,1,0
Wolves,0,1,0,0
Crystal Palace,3,0,0,0
Arsenal,1,0,0,0
Brentford,0,1,0,0
Leicester,0,1,0,0
Man United,4,1,1,0
Southampton,0,0,0,0
Watford,0,2,0,0
Chelsea,3,0,1,0
Leeds,0,3,0,1
Everton,3,1,0,0
Newcastle,1,1,1,1
Wolves,0,2,0,2
Burnley,0,1,0,1
Liverpool,3,0,1,0
Man City,0,0,0,0
Norwich,1,3,1,1
Aston Villa,3,0,0,0
Brighton,2,1,1,0
West Ham,1,2,1,1
Tottenham,0,3,0,0
Chelsea,0,1,0,0
Man United,0,1,0,0
Everton,2,0,1,0
Leeds,1,2,1,0
Leicester,2,2,1,2
Watford,1,1,0,1
Brentford,3,3,1,1
Southampton,0,1,0,0
Arsenal,3,1,3,0
Crystal Palace,1,1,1,0
Man United,1,1,1,0
Burnley,0,0,0,0
Chelsea,3,1,1,0
Leeds,1,0,1,0
Wolves,2,1,1,1
Brighton,0,0,0,0
Crystal Palace,2,2,0,2
Tottenham,2,1,1,0
West Ham,1,2,0,1
Liverpool,2,2,0,0
Watford,0,5,0,2
Aston Villa,2,3,0,0
Leicester,4,2,1,1
Man City,2,0,1,0
Norwich,0,0,0,0
Southampton,1,0,0,0
Brentford,0,1,0,1
Everton,0,1,0,0
Newcastle,2,3,1,3
Arsenal,2,2,1,0
Arsenal,3,1,2,0
Chelsea,7,0,3,0
Crystal Palace,1,1,0,0
Everton,2,5,1,1
Leeds,1,1,0,1
Southampton,2,2,1,1
Brighton,1,4,0,3
Brentford,1,2,0,1
West Ham,1,0,0,0
Man United,0,5,0,4
Leicester,0,2,0,2
Burnley,3,1,3,0
Liverpool,2,2,2,1
Man City,0,2,0,1
Newcastle,0,3,0,0
Watford,0,1,0,1
Tottenham,0,3,0,1
Norwich,1,2,0,0
Aston Villa,1,4,1,2
Wolves,2,1,2,0
Southampton,1,0,1,0
Man United,0,2,0,2
Brentford,1,2,0,2
Chelsea,1,1,1,0
Crystal Palace,2,0,0,0
Brighton,1,1,1,0
Arsenal,1,0,0,0
Everton,0,0,0,0
Leeds,1,1,1,1
West Ham,3,2,1,1
Leicester,0,3,0,2
Aston Villa,2,0,0,0
Burnley,3,3,2,3
Newcastle,3,3,2,2
Norwich,2,1,1,1
Watford,4,1,2,0
Wolves,1,0,0,0
Liverpool,4,0,1,0
Man City,3,0,1,0
Tottenham,2,1,0,1
Arsenal,2,0,0,0
Crystal Palace,1,2,0,1
Liverpool,4,0,3,0
Norwich,0,0,0,0
Brighton,0,0,0,0
Brentford,1,0,1,0
Leicester,4,2,3,1
Man City,2,1,1,0
Chelsea,1,1,0,0
Newcastle,1,1,0,0
Leeds,1,0,0,0
Southampton,2,2,2,1
Watford,1,2,1,1
West Ham,1,1,1,0
Wolves,0,0,0,0
Aston Villa,1,2,0,2
Everton,1,4,1,2
Tottenham,2,0,1,0
Man United,3,2,1,1
West Ham,3,2,1,2
Newcastle,1,0,1,0
Southampton,1,1,1,0
Wolves,0,1,0,0
Watford,1,3,0,2
Leeds,2,2,1,0
Man United,1,0,0,0
Tottenham,3,0,1,0
Aston Villa,2,1,1,1
Everton,2,1,0,1
Brentford,2,1,0,1
Man City,1,0,0,0
Arsenal,3,0,2,0
Chelsea,3,2,1,1
Liverpool,1,0,0,0
Norwich,0,1,0,0
Burnley,0,0,0,0
Leicester,4,0,1,0
Crystal Palace,3,1,1,0
Norwich,0,2,0,1
Man City,7,0,3,0
Brighton,0,1,0,1
Crystal Palace,2,2,1,2
Arsenal,2,0,0,0
Chelsea,1,1,0,0
Liverpool,3,1,2,1
Leeds,1,4,0,3
Newcastle,0,4,0,2
Wolves,0,0,0,0
Tottenham,2,2,1,1
Man City,6,3,4,0
Norwich,0,5,0,2
Tottenham,3,0,2,0
West Ham,2,3,0,1
Aston Villa,1,3,1,1
Brighton,2,0,2,0
Newcastle,1,1,1,0
Crystal Palace,3,0,3,0
Southampton,1,1,1,1
Watford,1,4,1,2
Leicester,1,0,0,0
Chelsea,1,1,1,0
Brentford,0,1,0,1
Man United,3,1,3,1
Arsenal,1,2,1,0
Watford,0,1,0,0
Crystal Palace,2,3,0,3
Brentford,2,1,1,1
Everton,2,3,0,2
Leeds,3,1,1,0
Chelsea,2,2,2,2
Man United,0,1,0,0
Southampton,4,1,2,1
West Ham,2,0,1,0
Brighton,1,1,0,0
Man City,1,0,0,0
Newcastle,1,1,0,0
Norwich,2,1,2,0
Wolves,3,1,1,0
Aston Villa,2,2,0,1
Liverpool,3,0,1,0
West Ham,2,3,1,2
Brighton,1,1,0,1
Leicester,2,3,1,1
Brentford,1,3,0,0
Watford,0,3,0,0
Everton,0,1,0,1
Brentford,1,2,0,0
Leeds,0,1,0,0
Man United,1,0,0,0
Southampton,1,1,1,0
Arsenal,0,0,0,0
Crystal Palace,1,3,0,2
Leicester,1,1,0,0
Chelsea,2,0,0,0
Burnley,0,0,0,0
Newcastle,3,1,1,1
West Ham,1,0,0,0
Burnley,1,1,0,1
Man City,2,0,1,0
Norwich,1,1,1,0
Tottenham,2,3,1,1
Aston Villa,3,3,3,2
Liverpool,2,0,1,0
Wolves,0,1,0,1
Man United,1,1,1,0
Brentford,0,0,0,0
Everton,3,0,2,0
Watford,0,2,0,1
Norwich,0,4,0,1
Burnley,0,1,0,1
Newcastle,1,0,1,0
Tottenham,0,2,0,2
Leicester,2,2,1,1
Man United,2,0,0,0
West Ham,1,1,1,1
Arsenal,2,1,0,0
Aston Villa,0,1,0,0
Brighton,0,3,0,2
Crystal Palace,0,1,0,0
Liverpool,3,1,0,0
Southampton,2,0,0,0
Man City,2,3,1,1
Leeds,2,4,0,2
Wolves,2,1,1,1
Burnley,1,0,0,0
Watford,1,4,1,2
Liverpool,6,0,3,0
Arsenal,2,1,0,1
Southampton,2,0,1,0
Leeds,0,4,0,3
Brentford,0,2,0,2
Crystal Palace,1,1,1,0
Man United,0,0,0,0
Brighton,0,2,0,1
Everton,0,1,0,0
West Ham,1,0,0,0
Burnley,0,2,0,0
Leicester,1,0,0,0
Aston Villa,4,0,2,0
Burnley,0,4,0,0
Newcastle,2,1,2,0
Norwich,1,3,0,1
Wolves,0,2,0,2
Liverpool,1,0,1,0
Watford,2,3,1,2
Man City,4,1,2,1
Tottenham,5,0,3,0
Norwich,1,3,0,2
Southampton,1,2,1,1
Wolves,4,0,2,0
Leeds,0,3,0,1
Brighton,0,2,0,1
Brentford,2,0,0,0
Man United,3,2,2,1
Chelsea,1,0,0,0
Everton,0,1,0,0
Leeds,2,1,1,0
Southampton,1,2,1,2
West Ham,2,1,0,0
Arsenal,2,0,1,0
Crystal Palace,0,0,0,0
Brighton,0,2,0,1
Arsenal,0,2,0,0
Everton,1,0,0,0
Wolves,2,3,2,0
Aston Villa,0,1,0,1
Leicester,2,1,2,0
Tottenham,3,1,2,1
Liverpool,2,0,1,0
Brighton,0,0,0,0
Burnley,0,2,0,2
Chelsea,1,4,0,0
Leeds,1,1,1,0
Wolves,2,1,2,0
Man United,1,1,0,0
West Ham,2,1,1,0
Tottenham,5,1,1,1
Crystal Palace,3,0,2,0
Burnley,3,2,1,2
Newcastle,1,0,0,0
Everton,1,0,1,0
Arsenal,1,2,0,1
Southampton,0,6,0,4
Watford,0,3,0,1
Aston Villa,0,4,0,1
Brentford,2,0,0,0
Leicester,2,1,2,0
Norwich,2,0,1,0
Man City,2,2,2,1
Tottenham,0,1,0,0
Man United,3,2,2,1
Southampton,1,0,1,0
Watford,1,2,0,1
Newcastle,2,1,1,1
West Ham,1,1,0,1
Liverpool,4,0,2,0
Chelsea,2,4,2,2
Everton,1,1,0,1
Newcastle,1,0,1,0
Man City,3,0,0,0
Burnley,2,0,2,0
Arsenal,3,1,2,1
Leicester,0,0,0,0
Man City,5,1,3,1
Norwich,0,3,0,2
Brentford,0,0,0,0
Brighton,2,2,2,1
Burnley,1,0,0,0
Chelsea,1,0,0,0
Liverpool,2,0,0,0
Crystal Palace,0,0,0,0
Man United,1,1,0,0
Newcastle,0,1,0,1
Aston Villa,2,0,1,0
Southampton,1,2,1,0
Watford,1,2,1,0
Wolves,0,3,0,1
Leeds,0,4,0,1
Everton,1,0,0,0
Tottenham,3,1,1,0
West Ham,1,2,1,1
Man United,3,0,1,0
Brentford,3,0,2,0
Burnley,1,3,0,2
Chelsea,2,2,0,0
Crystal Palace,1,0,1,0
Brighton,4,0,1,0
Liverpool,1,1,0,0
Arsenal,2,1,2,0
Leicester,1,2,1,2
Norwich,0,4,0,3
Man City,5,0,2,0
Aston Villa,1,2,1,1
Leeds,0,3,0,1
Leicester,3,0,0,0
Watford,0,0,0,0
Wolves,1,5,1,3
Tottenham,3,0,2,0
Tottenham,1,0,1,0
Aston Villa,1,1,0,0
Leeds,1,1,0,1
Watford,1,5,1,2
West Ham,2,2,2,0
Wolves,1,1,0,1
Everton,2,3,2,1
Newcastle,2,0,0,0
Southampton,1,2,1,1
Everton,3,2,0,2
Aston Villa,1,1,0,1
Chelsea,1,1,1,1
Arsenal,5,1,2,1
Brentford,1,2,0,0
Brighton,3,1,0,1
Burnley,1,2,0,1
Chelsea,2,1,1,0
Crystal Palace,1,0,1,0
Leicester,4,1,0,0
Liverpool,3,1,1,1
Man City,3,2,0,1
Norwich,0,5,0,2
Crystal Palace,0,2,0,1
Fulham,2,2,1,0
Bournemouth,2,0,1,0
Leeds,2,1,1,1
Newcastle,2,0,0,0
Tottenham,4,1,2,1
Everton,0,1,0,1
Leicester,2,2,1,0
Man United,1,2,0,2
West Ham,0,2,0,1
Aston Villa,2,1,1,0
Arsenal,4,2,2,0
Brighton,0,0,0,0
Man City,4,0,3,0
Southampton,2,2,0,0
Wolves,0,0,0,0
Brentford,4,0,4,0
Nott'm Forest,1,0,1,0
Chelsea,2,2,1,0
Liverpool,1,1,0,1
Tottenham,1,0,0,0
Crystal Palace,3,1,1,1
Everton,1,1,0,0
Fulham,3,2,2,1
Leicester,1,2,0,0
Bournemouth,0,3,0,2
Leeds,3,0,2,0
West Ham,0,2,0,1
Newcastle,3,3,2,1
Man United,2,1,1,0
Southampton,0,1,0,0
Brentford,1,1,0,1
Brighton,1,0,0,0
Chelsea,2,1,0,0
Liverpool,9,0,5,0
Man City,4,2,0,2
Arsenal,2,1,0,0
Aston Villa,0,1,0,0
Wolves,1,1,1,0
Nott'm Forest,0,2,0,1
Crystal Palace,1,1,0,0
Fulham,2,1,0,0
Southampton,2,1,2,1
Leeds,1,1,0,1
Arsenal,2,1,1,0
Bournemouth,0,0,0,0
Man City,6,0,3,0
West Ham,1,1,0,1
Liverpool,2,1,0,1
Leicester,0,1,0,1
Everton,0,0,0,0
Brentford,5,2,2,1
Chelsea,2,1,0,0
Newcastle,0,0,0,0
Nott'm Forest,2,3,2,0
Tottenham,2,1,1,0
Wolves,1,0,1,0
Aston Villa,1,1,0,0
Brighton,5,2,2,2
Man United,3,1,1,0
Aston Villa,1,0,1,0
Nott'm Forest,2,3,1,0
Wolves,0,3,0,2
Newcastle,1,1,0,0
Tottenham,6,2,2,2
Brentford,0,3,0,2
Everton,1,0,0,0
Arsenal,3,1,1,1
Bournemouth,0,0,0,0
Crystal Palace,1,2,1,1
Fulham,1,4,0,3
Liverpool,3,3,1,2
Southampton,1,2,0,0
West Ham,2,0,1,0
Man City,6,3,4,0
Leeds,0,0,0,0
Leicester,4,0,3,0
Bournemouth,2,1,0,1
Chelsea,3,0,1,0
Man City,4,0,2,0
Newcastle,5,1,2,0
Brighton,0,1,0,1
Crystal Palace,2,1,1,1
West Ham,3,1,1,1
Arsenal,3,2,2,1
Everton,1,2,1,2
Nott'm Forest,1,1,1,1
Brentford,2,0,1,0
Leicester,0,0,0,0
Fulham,2,2,1,2
Wolves,1,0,0,0
Tottenham,2,0,0,0
Aston Villa,0,2,0,1
Leeds,0,1,0,1
Man United,0,0,0,0
Southampton,1,1,1,0
Liverpool,1,0,0,0
Brighton,0,0,0,0
Crystal Palace,2,1,0,1
Bournemouth,0,1,0,1
Brentford,0,0,0,0
Liverpool,1,0,1,0
Newcastle,1,0,1,0
Man United,2,0,0,0
Fulham,3,0,1,0
Leicester,2,0,2,0
Nott'm Forest,1,0,0,0
Everton,3,0,1,0
Man City,3,1,2,0
Chelsea,1,1,0,0
Aston Villa,4,0,3,0
Leeds,2,3,1,1
Southampton,1,1,0,1
Wolves,0,4,0,2
Tottenham,1,2,0,2
West Ham,2,0,1,0
Leicester,0,1,0,0
Bournemouth,2,3,1,0
Brentford,1,1,0,0
Brighton,4,1,3,0
Crystal Palace,1,0,1,0
Newcastle,4,0,1,0
Fulham,0,0,0,0
Liverpool,1,2,1,1
Arsenal,5,0,1,0
Man United,1,0,1,0
Leeds,4,3,1,2
Man City,2,1,1,1
Nott'm Forest,2,2,1,1
Wolves,2,3,2,2
Everton,0,2,0,1
Chelsea,0,1,0,0
Aston Villa,3,1,2,1
Southampton,1,4,0,1
West Ham,1,2,1,1
Tottenham,1,2,0,2
Man City,1,2,1,1
Bournemouth,3,0,2,0
Liverpool,3,1,3,1
Nott'm Forest,1,0,0,0
Tottenham,4,3,1,2
West Ham,0,2,0,1
Newcastle,1,0,0,0
Wolves,0,2,0,0
Brighton,1,2,1,1
Fulham,1,2,0,1
Brentford,2,2,1,0
Crystal Palace,0,3,0,1
Everton,1,2,1,1
Leicester,0,3,0,3
Southampton,1,3,0,2
Aston Villa,1,3,0,2
Arsenal,3,1,0,1
Chelsea,2,0,2,0
Man United,3,0,2,0
Leeds,1,3,0,1
West Ham,0,2,0,2
Liverpool,2,1,2,1
Wolves,0,1,0,0
Bournemouth,0,2,0,2
Fulham,2,1,1,0
Man City,1,1,1,0
Newcastle,0,0,0,0
Brighton,2,4,0,2
Tottenham,0,2,0,0
Nott'm Forest,1,1,0,1
Brentford,3,1,2,0
Arsenal,0,0,0,0
Everton,1,4,0,1
Leicester,0,1,0,1
Man United,3,0,1,0
Southampton,0,1,0,1
Leeds,2,2,1,1
Aston Villa,1,1,0,1
Crystal Palace,0,4,0,0
Chelsea,0,1,0,0
Celtic,4,1,1,0
Dundee,1,2,0,1
Hibernian,3,1,2,1
Kilmarnock,1,2,0,1
Aberdeen,2,0,1,0
Motherwell,1,2,1,1
Partick,0,1,0,1
Hamilton,3,0,2,0
Kilmarnock,0,1,0,1
Rangers,2,3,1,2
Ross County,1,2,1,1
St Johnstone,4,1,2,1
Aberdeen,2,1,1,0
Hibernian,1,3,0,0
Kilmarnock,0,2,0,1
Motherwell,2,0,0,0
Rangers,0,0,0,0
St Johnstone,1,0,1,0
Celtic,1,1,0,1
Kilmarnock,2,2,1,0
Motherwell,2,1,2,1
Partick,3,4,2,2
Dundee,1,1,1,1
Ross County,1,3,0,2
Hamilton,1,4,0,3
Hearts,0,0,0,0
Motherwell,2,0,0,0
Rangers,4,1,1,0
Ross County,1,1,0,1
St Johnstone,1,1,0,0
Partick,2,2,0,1
Aberdeen,1,1,1,0
Celtic,4,0,2,0
Dundee,3,2,1,0
Hamilton,1,2,1,2
Hibernian,2,2,1,0
Kilmarnock,1,1,0,1
Partick,1,1,1,0
Rangers,0,2,0,0
Ross County,0,1,0,1
St Johnstone,2,1,0,1
Motherwell,0,1,0,0
Hamilton,1,4,1,3
Aberdeen,3,0,2,0
Celtic,2,2,1,0
Dundee,2,1,1,0
Kilmarnock,0,2,0,2
Motherwell,3,0,1,0
St Johnstone,0,3,0,1
Celtic,1,0,0,0
Hamilton,1,2,1,1
Hibernian,0,1,0,1
Partick,0,2,0,1
Ross County,1,2,1,1
Hearts,1,0,0,0
Partick,2,1,0,1
Ross County,2,1,0,0
Hamilton,0,0,0,0
Hibernian,1,0,1,0
St Johnstone,0,0,0,0
Aberdeen,0,3,0,2
Dundee,0,1,0,1
Rangers,1,1,1,0
Aberdeen,2,1,1,1
Celtic,1,1,1,0
Dundee,1,3,0,1
Hearts,1,3,1,1
Motherwell,0,1,0,1
Partick,1,0,1,0
Kilmarnock,0,3,0,1
Hamilton,2,2,1,1
Hibernian,2,1,1,1
Rangers,3,0,2,0
Ross County,3,2,3,0
St Johnstone,0,4,0,1
Hearts,1,2,0,1
Aberdeen,0,2,0,1
Dundee,0,0,0,0
Hibernian,1,2,0,0
Rangers,0,2,0,0
Ross County,0,1,0,0
Hearts,1,1,0,0
Dundee,2,1,0,0
Hamilton,1,1,0,1
Hearts,0,0,0,0
Kilmarnock,1,3,0,2
Motherwell,1,1,0,0
Rangers,3,0,2,0
Celtic,5,1,2,0
Hearts,1,1,0,0
Partick,0,1,0,0
Ross County,0,2,0,1
St Johnstone,1,2,1,1
Aberdeen,1,2,0,1
Dundee,0,1,0,0
Hamilton,0,1,0,0
Hearts,1,0,1,0
Kilmarnock,5,1,2,1
Rangers,2,1,0,1
Hibernian,2,2,0,0
Hearts,2,0,1,0
Ross County,2,2,2,0
Celtic,3,1,3,1
Hibernian,1,2,1,2
Partick,3,2,3,0
St Johnstone,0,3,0,2
Aberdeen,4,1,3,0
Dundee,3,0,2,0
Hamilton,3,2,1,0
Kilmarnock,1,0,1,0
Rangers,1,3,1,1
Hearts,4,0,2,0
Celtic,2,0,1,0
Celtic,3,0,1,0
Hibernian,2,1,1,1
Kilmarnock,2,1,0,1
Motherwell,1,1,0,0
Partick,1,0,1,0
St Johnstone,0,0,0,0
Dundee,0,2,0,2
Aberdeen,1,0,0,0
Hearts,0,0,0,0
Rangers,2,0,0,0
Ross County,1,1,0,1
Aberdeen,0,0,0,0
Celtic,0,0,0,0
Hibernian,1,1,1,1
Motherwell,1,3,1,1
Partick,2,0,1,0
St Johnstone,0,2,0,1
Partick,1,2,1,0
Dundee,0,1,0,0
Hamilton,0,3,0,0
Motherwell,2,0,1,0
Rangers,2,0,1,0
Aberdeen,3,1,0,1
Celtic,1,0,1,0
Hamilton,1,2,1,0
Hearts,1,1,0,0
St Johnstone,1,3,0,1
Ross County,1,2,0,1
Celtic,3,1,3,0
Hibernian,2,1,1,0
Ross County,2,4,0,3
Aberdeen,3,0,1,0
Dundee,1,4,0,0
Hearts,1,0,0,0
Kilmarnock,1,0,0,0
Motherwell,1,1,0,0
Rangers,1,2,0,1
Motherwell,2,0,0,0
Partick,0,2,0,1
Kilmarnock,3,2,1,1
Hibernian,2,0,0,0
Motherwell,0,1,0,1
Partick,1,2,1,0
Ross County,1,1,0,0
Celtic,0,0,0,0
Hamilton,3,5,2,4
Dundee,0,1,0,1
Hamilton,2,1,1,1
Kilmarnock,2,2,0,2
Rangers,2,0,1,0
St Johnstone,2,0,2,0
Aberdeen,0,2,0,1
Hearts,1,1,1,1
St Johnstone,1,4,0,3
Kilmarnock,2,0,1,0
Hibernian,2,0,0,0
Dundee,0,4,0,2
Hamilton,2,0,1,0
Kilmarnock,3,2,1,0
Partick,0,0,0,0
Rangers,2,3,2,2
St Johnstone,1,1,0,1
Aberdeen,1,0,1,0
Hearts,3,0,3,0
Rangers,0,1,0,0
Ross County,2,2,1,0
Motherwell,0,0,0,0
St Johnstone,1,0,1,0
Aberdeen,4,1,2,0
Celtic,3,0,1,0
Hibernian,2,0,0,0
Kilmarnock,2,0,2,0
Motherwell,2,2,2,0
Dundee,1,1,1,1
Hibernian,3,1,1,1
Motherwell,0,2,0,0
Ross County,4,0,2,0
Celtic,0,0,0,0
Hearts,2,0,2,0
Partick,0,1,0,1
Rangers,4,0,1,0
Ross County,1,1,1,0
St Johnstone,0,0,0,0
Hamilton,1,2,1,1
Hamilton,1,2,0,0
Dundee,2,1,1,0
Hibernian,2,1,1,0
Kilmarnock,0,2,0,1
Partick,2,1,0,1
Ross County,0,0,0,0
Rangers,2,1,0,0
Aberdeen,2,0,2,0
Hamilton,2,0,0,0
Hibernian,5,3,1,1
Motherwell,2,1,1,1
St Johnstone,1,1,1,0
Celtic,5,0,3,0
Partick,1,1,1,1
Aberdeen,0,0,0,0
Dundee,1,0,1,0
Motherwell,1,5,0,3
Rangers,1,0,0,0
Hearts,1,3,1,1
Aberdeen,1,1,1,0
Hamilton,1,2,0,0
Partick,0,1,0,0
Ross County,0,1,0,0
Celtic,0,0,0,0
Hearts,2,1,1,0
Dundee,0,1,0,0
Motherwell,3,0,1,0
St Johnstone,1,1,0,1
Celtic,0,1,0,0
Hibernian,5,5,3,3
Kilmarnock,1,0,1,0
Celtic,3,1,2,0
Hamilton,1,4,1,1
Kilmarnock,2,0,0,0
St Mirren,2,1,1,1
Aberdeen,1,1,0,1
Hibernian,3,0,2,0
Dundee,0,1,0,0
Hearts,1,0,0,0
Livingston,0,0,0,0
Motherwell,0,1,0,0
Rangers,2,0,2,0
St Johnstone,1,1,1,0
Hibernian,1,1,0,1
Kilmarnock,0,1,0,0
St Johnstone,1,0,0,0
St Mirren,0,2,0,2
Celtic,1,0,0,0
Motherwell,3,3,2,3
Aberdeen,0,2,0,1
Dundee,1,3,0,0
Hamilton,1,2,0,2
Hearts,4,1,4,1
Livingston,2,1,0,0
Celtic,1,0,0,0
St Mirren,0,0,0,0
Hibernian,3,2,2,2
Livingston,1,0,1,0
Motherwell,0,1,0,1
Rangers,4,0,3,0
St Johnstone,1,1,1,0
Aberdeen,1,0,1,0
Dundee,0,3,0,0
Hamilton,3,0,2,0
Hearts,0,0,0,0
Kilmarnock,2,1,0,1
Rangers,5,1,2,0
Celtic,1,0,0,0
Hamilton,0,2,0,1
Hearts,2,1,1,0
Kilmarnock,3,1,2,1
St Mirren,0,1,0,1
Livingston,1,0,1,0
Aberdeen,4,1,3,0
Dundee,1,2,1,1
Hibernian,6,0,3,0
Motherwell,1,1,1,0
Rangers,3,1,3,0
St Johnstone,0,6,0,5
Celtic,4,2,2,0
Hearts,2,1,2,0
Livingston,4,0,2,0
Motherwell,0,1,0,0
St Mirren,1,2,1,0
Hamilton,1,4,0,1
Dundee,0,3,0,2
Kilmarnock,1,1,1,1
St Johnstone,2,0,0,0
Aberdeen,3,0,2,0
Dundee,0,5,0,4
Hearts,0,0,0,0
Livingston,0,1,0,1
Rangers,1,1,1,1
St Mirren,0,2,0,1
Celtic,5,0,3,0
Hamilton,1,0,0,0
Hibernian,0,1,0,0
Motherwell,1,0,0,0
St Mirren,0,2,0,0
Kilmarnock,1,2,1,0
Aberdeen,1,0,1,0
Dundee,1,1,1,1
Hearts,0,1,0,0
St Johnstone,4,0,2,0
Livingston,0,0,0,0
Rangers,7,1,3,1
Hamilton,0,3,0,1
Hibernian,2,2,2,1
Motherwell,3,0,2,0
Rangers,3,0,1,0
St Johnstone,0,0,0,0
St Mirren,2,0,0,0
Kilmarnock,3,0,2,0
Livingston,2,0,1,0
St Mirren,1,3,1,2
Hearts,1,2,1,2
Dundee,4,0,1,0
Hibernian,2,2,0,1
Kilmarnock,2,0,2,0
Motherwell,1,1,0,1
Rangers,0,1,0,1
St Johnstone,2,2,1,2
Aberdeen,0,2,0,0
Celtic,5,1,4,0
Hamilton,0,1,0,0
Hearts,1,0,1,0
Livingston,3,1,0,1
Dundee,1,1,1,1
Aberdeen,3,2,1,2
Livingston,5,0,0,0
Kilmarnock,3,1,0,0
St Johnstone,1,2,0,2
St Mirren,1,2,1,1
Hibernian,2,0,1,0
Rangers,1,0,1,0
Aberdeen,5,1,2,0
Celtic,3,0,3,0
Hibernian,0,0,0,0
Aberdeen,2,0,1,0
Celtic,3,0,1,0
Hamilton,1,1,1,1
Hibernian,1,1,0,0
Motherwell,0,1,0,0
St Johnstone,1,2,1,0
Aberdeen,3,4,1,1
Dundee,0,0,0,0
Hearts,2,0,2,0
Motherwell,0,1,0,1
Rangers,1,1,1,0
St Mirren,0,1,0,0
Dundee,0,2,0,1
Hamilton,1,2,1,1
Hibernian,0,1,0,1
Kilmarnock,2,1,2,1
Livingston,1,2,0,0
Rangers,1,0,1,0
Celtic,4,0,2,0
Hamilton,0,3,0,1
Hearts,1,2,1,1
Kilmarnock,2,1,1,1
Motherwell,1,0,1,0
St Johnstone,1,0,0,0
Aberdeen,0,0,0,0
Celtic,3,0,1,0
Dundee,0,1,0,0
Hearts,2,0,0,0
Livingston,0,3,0,1
St Mirren,1,3,1,0
Celtic,2,0,0,0
Kilmarnock,1,2,1,2
Hamilton,1,1,0,0
Hibernian,1,2,1,2
Motherwell,3,0,3,0
Rangers,4,0,1,0
St Johnstone,0,2,0,0
Aberdeen,2,4,1,3
Celtic,2,0,1,0
Dundee,2,2,2,1
Hamilton,2,1,0,0
Hearts,0,0,0,0
St Mirren,1,2,0,1
Aberdeen,2,2,1,1
Hibernian,2,0,2,0
Livingston,1,2,1,0
Rangers,0,0,0,0
Kilmarnock,0,1,0,0
Motherwell,2,1,1,1
Dundee,2,4,1,2
Hearts,1,1,0,0
Livingston,1,0,1,0
St Johnstone,0,2,0,1
Celtic,4,1,2,0
Hamilton,0,5,0,4
Aberdeen,0,2,0,1
Hearts,1,2,0,1
Rangers,4,0,3,0
St Johnstone,1,2,1,0
Kilmarnock,0,0,0,0
St Mirren,1,0,0,0
Hibernian,1,1,0,1
Celtic,0,0,0,0
Dundee,0,1,0,1
Livingston,3,1,1,1
Motherwell,3,0,3,0
St Mirren,0,1,0,0
Aberdeen,1,1,1,1
Hamilton,1,0,1,0
Hibernian,2,0,2,0
Rangers,1,1,0,1
Dundee,0,1,0,0
